CHARGE_T05_soc,CHARGE_T05_ocv,CHARGE_T05_r0,CHARGE_T05_r1,CHARGE_T05_r2,CHARGE_T05_r3,CHARGE_T05_c1,CHARGE_T05_c2,CHARGE_T05_c3,CHARGE_T15_soc,CHARGE_T15_ocv,CHARGE_T15_r0,CHARGE_T15_r1,CHARGE_T15_r2,CHARGE_T15_r3,CHARGE_T15_c1,CHARGE_T15_c2,CHARGE_T15_c3,CHARGE_T25_soc,CHARGE_T25_ocv,CHARGE_T25_r0,CHARGE_T25_r1,CHARGE_T25_r2,CHARGE_T25_r3,CHARGE_T25_c1,CHARGE_T25_c2,CHARGE_T25_c3,CHARGE_T35_soc,CHARGE_T35_ocv,CHARGE_T35_r0,CHARGE_T35_r1,CHARGE_T35_r2,CHARGE_T35_r3,CHARGE_T35_c1,CHARGE_T35_c2,CHARGE_T35_c3,CHARGE_T45_soc,CHARGE_T45_ocv,CHARGE_T45_r0,CHARGE_T45_r1,CHARGE_T45_r2,CHARGE_T45_r3,CHARGE_T45_c1,CHARGE_T45_c2,CHARGE_T45_c3,CHARGE_T55_soc,CHARGE_T55_ocv,CHARGE_T55_r0,CHARGE_T55_r1,CHARGE_T55_r2,CHARGE_T55_r3,CHARGE_T55_c1,CHARGE_T55_c2,CHARGE_T55_c3,DISCHARGE_T05_soc,DISCHARGE_T05_ocv,DISCHARGE_T05_r0,DISCHARGE_T05_r1,DISCHARGE_T05_r2,DISCHARGE_T05_r3,DISCHARGE_T05_c1,DISCHARGE_T05_c2,DISCHARGE_T05_c3,DISCHARGE_T15_soc,DISCHARGE_T15_ocv,DISCHARGE_T15_r0,DISCHARGE_T15_r1,DISCHARGE_T15_r2,DISCHARGE_T15_r3,DISCHARGE_T15_c1,DISCHARGE_T15_c2,DISCHARGE_T15_c3,DISCHARGE_T25_soc,DISCHARGE_T25_ocv,DISCHARGE_T25_r0,DISCHARGE_T25_r1,DISCHARGE_T25_r2,DISCHARGE_T25_r3,DISCHARGE_T25_c1,DISCHARGE_T25_c2,DISCHARGE_T25_c3,DISCHARGE_T35_soc,DISCHARGE_T35_ocv,DISCHARGE_T35_r0,DISCHARGE_T35_r1,DISCHARGE_T35_r2,DISCHARGE_T35_r3,DISCHARGE_T35_c1,DISCHARGE_T35_c2,DISCHARGE_T35_c3,DISCHARGE_T45_soc,DISCHARGE_T45_ocv,DISCHARGE_T45_r0,DISCHARGE_T45_r1,DISCHARGE_T45_r2,DISCHARGE_T45_r3,DISCHARGE_T45_c1,DISCHARGE_T45_c2,DISCHARGE_T45_c3,DISCHARGE_T55_soc,DISCHARGE_T55_ocv,DISCHARGE_T55_r0,DISCHARGE_T55_r1,DISCHARGE_T55_r2,DISCHARGE_T55_r3,DISCHARGE_T55_c1,DISCHARGE_T55_c2,DISCHARGE_T55_c3
0.48,3.654294307,0.028136845,0.010895203,0.024360637,0.014823328,631.9621745,3103.442249,48064.43596,0.48,3.668823677,0.019262604,0.005780729,0.016157764,0.009702823,857.9346345,2770.586203,29069.96218,0.48,3.66995299,0.013557621,0.007609732,0.013214012,0.00612142,698.1129708,5923.257789,63847.16346,0.48,3.66996154,0.009905674,0.006522615,0.009208551,0.004585687,799.9872912,8062.470898,72728.89094,0.48,3.669441253,0.007507458,0.004926914,0.008662114,0.004037157,994.1814966,7607.967121,113710.5105,0.48,3.669298688,0.005876591,0.004130662,0.008039227,0.00244464,1065.641311,8333.845012,151410.7911,0.48,3.660540189,0.028579717,0.012463935,0.024025065,0.014335875,782.7260396,2540.909568,48729.27086,0.48,3.661069486,0.019544455,0.012645396,0.015660508,0.011873791,785.2067851,4920.236084,82995.78314,0.48,3.660952038,0.013654187,0.010461771,0.011210948,0.008565385,944.8637651,7600.265729,113862.8878,0.48,3.660698906,0.009911845,0.008742036,0.008562775,0.005653562,1102.979486,11346.12686,158402.5804,0.48,3.6604956,0.007479984,0.007102566,0.007058372,0.004205927,1254.817513,13621.99565,195636.5387,0.48,3.660183408,0.005839907,0.005885909,0.005899486,0.003021667,1296.880365,14857.68847,186337.5327
0.52,3.686602445,0.027531142,0.011112544,0.026020454,0.012565973,619.6021122,2905.477021,56698.74187,0.52,3.702710606,0.018810998,0.005709335,0.018415077,0.012028884,868.6628542,2430.968699,23448.6158,0.52,3.704688686,0.013239341,0.008586828,0.013740234,0.006547539,618.6746038,5696.409705,59691.94046,0.52,3.704148026,0.009683218,0.006599457,0.011556427,0.004571902,790.6724501,6424.449063,72948.18714,0.52,3.7035141,0.007349482,0.004872953,0.010808845,0.003848734,1005.190704,6096.958119,119277.4523,0.52,3.703227142,0.005761499,0.004460053,0.009312937,0.002839604,986.9398427,7194.043038,130350.8936,0.52,3.691720563,0.027606948,0.014678737,0.020972812,0.012615742,664.6243807,2910.697794,55373.41831,0.52,3.692309474,0.018902535,0.014149057,0.01337755,0.010541368,701.7606093,5759.903465,93486.39948,0.52,3.692293175,0.013253542,0.011735097,0.009165985,0.007904923,842.3405372,9295.911754,123376.2154,0.52,3.692121655,0.009658111,0.009853095,0.006624099,0.005601922,978.60485,14666.79912,159862.7827,0.52,3.691961738,0.007312673,0.00817117,0.005180329,0.004429586,1090.715748,18560.42582,185758.4481,0.52,3.69165173,0.005724294,0.006931108,0.004129893,0.003165426,1101.313058,21223.97151,177874.9197
0.56,3.727159058,0.027160009,0.012544662,0.025480817,0.017980898,548.8674093,2967.009689,39623.98756,0.56,3.746854725,0.018529198,0.006448876,0.018124248,0.01454011,769.0467729,2469.977122,19398.80034,0.56,3.749139553,0.013033248,0.008825676,0.014824813,0.007667719,601.9315206,5279.661835,50971.52329,0.56,3.748341966,0.009533466,0.007115204,0.011926208,0.006074339,733.3604804,6225.254158,54905.06384,0.56,3.747536589,0.007238952,0.005371022,0.011224506,0.00505953,911.9766784,5871.178291,90733.16558,0.56,3.747150972,0.005677954,0.005277782,0.009026294,0.004304094,834.0253704,7422.499853,85998.33001,0.56,3.73343496,0.026856492,0.015938541,0.018982832,0.014406215,612.0915488,3215.82769,48491.3468,0.56,3.733197106,0.018376468,0.015621137,0.011346457,0.013150622,635.6292171,6790.965215,74937.48724,0.56,3.733176369,0.012923574,0.013229079,0.007200092,0.010695021,747.2136398,11834.04141,91190.04588,0.56,3.733082443,0.009449167,0.011237118,0.004742493,0.008345087,858.0746422,20485.92051,107313.2943,0.56,3.732934938,0.007174802,0.009492418,0.003401598,0.006803605,938.8992257,28265.86923,120940.7408,0.56,3.732533561,0.00562895,0.008243305,0.002336242,0.004788684,926.0023413,37518.68818,117579.2615
0.6,3.786022449,0.026778758,0.017970165,0.014391415,0.018211753,383.1548513,5253.259124,39121.70768,0.6,3.807101334,0.018258434,0.01151232,0.010344116,0.011388794,430.7982316,4327.723761,24766.51177,0.6,3.809671772,0.01284443,0.011501922,0.00942736,0.00460318,461.8751947,8302.430317,84905.50251,0.6,3.809116817,0.009400173,0.00984449,0.007562313,0.002447173,530.0436181,9817.588812,136284.572,0.6,3.808585726,0.007142536,0.008326529,0.006626869,0.001544918,588.269966,9944.526718,297146.5213,0.6,3.80833731,0.005606196,0.007673718,0.005478114,0.000787212,573.6208112,12230.06174,470197.4783,0.6,3.791096077,0.026500336,0.01550994,0.020943591,0.023535053,629.0060552,2914.7588,29682.39622,0.6,3.789831845,0.018087903,0.015164361,0.014505225,0.016673269,654.775451,5312.113054,59105.0627,0.6,3.789211813,0.012723624,0.012980011,0.010533376,0.009731432,761.5516367,8089.162091,100219.5248,0.6,3.788912161,0.009312855,0.01142707,0.00776879,0.005155154,843.8109032,12505.72318,173717.1603,0.6,3.788669305,0.00707953,0.009942065,0.00591792,0.003174426,896.4358735,16247.11213,259206.8527,0.6,3.788290706,0.00556013,0.008682378,0.004701361,0.001852632,879.1739006,18644.11829,303918.912
0.64,3.846379142,0.026326389,0.018761895,0.008302508,0.01028254,366.986168,9105.903002,69289.77576,0.64,3.865245468,0.017961132,0.013003798,0.005727018,0.006472331,381.3875917,7816.717144,43579.45733,0.64,3.867358872,0.012649871,0.01294719,0.001589818,0.006911496,410.3170333,49232.05011,56548.58686,0.64,3.866937118,0.009270101,0.010565327,0.000835712,0.005802759,493.8805297,88838.81052,57474.71867,0.64,3.86622007,0.007052548,0.00824041,0.001771938,0.006149874,594.4178771,37191.52628,74646.59092,0.64,3.866115424,0.005541533,0.008019797,0.000182604,0.005294648,548.8673062,366901.9417,69909.25916,0.64,3.844844345,0.026273486,0.016324374,0.020578596,0.030504026,597.6245267,2966.456881,22901.13338,0.64,3.847858158,0.017898156,0.015627762,0.015195854,0.030349394,635.3597424,5070.685516,32470.9807,0.64,3.849527286,0.012583276,0.013229562,0.012317865,0.023490365,747.1863691,6917.285031,41518.27561,0.64,3.85043408,0.009212945,0.011410632,0.010728717,0.016205795,845.0265181,9055.540596,55260.40244,0.64,3.850976348,0.007007728,0.009592088,0.00990177,0.01156912,929.1432893,9710.295895,71123.22209,0.64,3.850972455,0.005507284,0.008167955,0.008710129,0.007956579,934.5448107,10063.31062,70765.32851
0.68,3.885724044,0.025919561,0.014039162,0.016001011,0.00482271,490.4392284,4724.815985,147733.3096,0.68,3.902084609,0.01769381,0.008207186,0.011918801,0.006407418,604.2859306,3755.954852,44020.95845,0.68,3.904696433,0.012478664,0.009311251,0.008044813,0.003283473,570.5412209,9729.250846,119031.0627,0.68,3.904716878,0.00915836,0.007645595,0.005872807,0.002909008,682.4857285,12641.94159,114647.9833,0.68,3.904605767,0.006977085,0.006248594,0.005081713,0.002759322,783.8958328,12968.27896,166369.5308,0.68,3.904745066,0.00548847,0.005726157,0.003942249,0.00227085,768.718668,16994.78486,162998.3934,0.68,3.888159125,0.026173926,0.017282055,0.018694237,0.004592473,564.5073235,3265.472584,152113.4276,0.68,3.891513123,0.017820469,0.015406203,0.015221656,0.006608338,644.4969633,5062.090082,149125.9456,0.68,3.892875324,0.012526158,0.012748373,0.012731955,0.010753942,775.3889802,6692.309533,90690.41456,0.68,3.893450771,0.009171962,0.010991004,0.011035658,0.008527109,877.2889567,8803.674186,105022.5555,0.68,3.893835575,0.006977915,0.009206665,0.01002351,0.001197517,968.0404116,9592.359929,687115.797,0.68,3.893851636,0.005485027,0.007867838,0.008581378,0.000521201,970.1928215,10214.29573,1080294.167
0.72,3.919315055,0.025715019,0.013920954,0.017774029,0.005776998,494.6037238,4253.500067,123329.6131,0.72,3.935916044,0.0175374,0.007369434,0.014047429,0.006175035,672.9807182,3186.809166,45677.58532,0.72,3.938606547,0.012367392,0.009063746,0.00938307,0.003326065,586.1211,8341.619967,117506.8077,0.72,3.938668912,0.009079626,0.007114701,0.007469669,0.002826755,733.4122618,9939.35239,117984.0278,0.72,3.938682697,0.00692104,0.005459726,0.006884336,0.002480552,897.1598892,9572.612327,185066.5345,0.72,3.938869154,0.005448066,0.00486241,0.005817471,0.001941741,905.2720192,11516.63143,190625.2709,0.72,3.925553733,0.025970929,0.016698486,0.020661606,0.027183595,584.2353919,2954.538854,25698.46886,0.72,3.927814978,0.017673594,0.01433861,0.017768085,0.040107654,692.4835186,4336.618056,24570.73625,0.72,3.928160437,0.012430898,0.011523278,0.015245851,0.032163036,857.8243516,5588.811401,30322.991,0.72,3.928198442,0.009109669,0.009832126,0.013161101,0.020219602,980.6918423,7381.930737,44290.62285,0.72,3.928330726,0.006935024,0.008025389,0.011697226,0.011654248,1110.528547,8219.821712,70603.70432,0.72,3.928376157,0.005453898,0.006549688,0.010216736,0.003659302,1165.44781,8579.327785,153868.1135
0.76,3.954293579,0.025730944,0.014266784,0.018382621,0.00481276,482.614423,4112.679603,148038.7174,0.76,3.972968627,0.01753184,0.007729942,0.014313326,0.005178711,641.5943576,3127.608274,54465.42123,0.76,3.976235152,0.012351597,0.009341621,0.009545283,0.001911485,568.6864017,8199.861306,204466.8399,0.76,3.976277439,0.009059425,0.00737762,0.007544758,0.001632525,707.2754015,9840.431745,204292.1451,0.76,3.976302596,0.006899682,0.005722464,0.00673125,0.001450181,855.9682074,9790.317918,316558.5584,0.76,3.976540174,0.005428571,0.004926361,0.006054348,0.000594177,893.5203561,11066.0426,622954.4398,0.76,3.962695681,0.02580596,0.01453285,0.024193108,0.027798005,671.2961633,2523.260677,25130.46369,0.76,3.963855381,0.017569537,0.012871174,0.019822837,0.022626755,771.4331843,3887.102386,43553.50819,0.76,3.963990224,0.012369055,0.010782758,0.016056287,0.014768345,916.736541,5306.717673,66038.50856,0.76,3.964072156,0.009071096,0.00972255,0.012911758,0.008759619,991.7445371,7524.485553,102234.9016,0.76,3.964228496,0.006909267,0.008217713,0.010845998,0.005921643,1084.538284,8864.939382,138953.5089,0.76,3.96435986,0.005435593,0.006845814,0.009206008,0.004070994,1115.034597,9521.252717,138307.7356
0.8,3.995475349,0.026281454,0.014331941,0.017977528,0.003181816,480.4203311,4205.351893,223920.8273,0.8,4.016167193,0.017648165,0.007511362,0.015270775,0.00278663,660.2647136,2931.512988,101219.2818,0.8,4.01973017,0.012427968,0.009783045,0.008790204,0.000912016,543.026523,8904.23057,428540.1403,0.8,4.019761719,0.009106774,0.007784355,0.006735532,0.000777668,670.3200112,11022.68921,428861.4609,0.8,4.019831164,0.006924257,0.006051207,0.005922863,0.000327974,809.4661144,11126.55768,1399705.867,0.8,4.019955616,0.005438321,0.005525919,0.004533231,0.000580648,796.5741443,14779.2301,637468.5299,0.8,4.004296818,0.025697436,0.012504444,0.027243707,0.02014119,780.1903112,2240.719944,34683.98577,0.8,4.005184893,0.017507907,0.012705926,0.01974514,0.014014388,781.4661509,3902.398031,70318.77541,0.8,4.005494017,0.01233565,0.011194466,0.01471088,0.008475829,883.0210026,5792.052174,115065.9677,0.8,4.005715512,0.009051676,0.010191068,0.011031106,0.004590347,946.1507051,8807.306903,195091.7391,0.8,4.005932838,0.006897022,0.008639165,0.008759578,0.003250376,1031.630251,10976.45508,253150.1044,0.8,4.006084355,0.005427494,0.007098979,0.007441851,0.002101885,1075.270163,11778.35052,267878.5585
0.84,4.038023414,0.027106071,0.012499201,0.019418773,0.008198387,550.8636737,3893.234147,86904.28032,0.84,4.055680141,0.018380169,0.009467337,0.01095498,0.006537221,523.8524096,4086.404195,43146.87926,0.84,4.062780572,0.012695653,0.010343472,0.006134799,0.002790669,513.6044162,12758.36345,140050.749,0.84,4.062890859,0.009276089,0.008332132,0.003889818,0.002447975,626.251365,19086.67288,136239.9204,0.84,4.062978809,0.007023552,0.006753779,0.002905936,0.002319021,725.2601607,22678.08648,197957.3088,0.84,4.063348307,0.00549327,0.006071469,0.001781426,0.001631031,724.9982509,37609.01495,226939.1824,0.84,4.049388385,0.025680344,0.011713626,0.027700822,0.011964106,832.8630747,2203.743861,58389.38413,0.84,4.05035009,0.017510695,0.012675675,0.0188459,0.006058657,783.3311289,4088.602621,162655.6202,0.84,4.05069272,0.012343781,0.011157085,0.013619651,0.00254151,885.9794599,6256.121113,383740.1528,0.84,4.050909807,0.009058822,0.009967597,0.010045235,0.000332204,967.3631902,9671.68424,2695750.105,0.84,4.051145412,0.006902576,0.008359853,0.007902336,7.03791e-05,1066.098201,12167.17617,11691448.39,0.84,4.051286106,0.005432348,0.006908264,0.006645592,2.90563e-05,1104.9548,13189.60452,19377887.83
0.88,4.079273906,0.027487175,0.009176182,0.011197947,0.015523453,750.3508093,6751.401300000001,45896.67482999998,0.88,4.084752017,0.019053984,0.010068911,0.008148118,0.011052911,492.5544921,5494.088212,25519.13048,0.88,4.084803701,0.013513198,0.011861563,0.005353107,0.008880704,447.8712358,14621.41499,44009.49943,0.88,4.090779632,0.009561911,0.006732447,0.008419186,0.001526568,775.0538736,8818.391552,218471.6871,0.88,4.091017368,0.007196571,0.004887114,0.006490242,0.00218606,1002.277949,10153.87096,209997.5413,0.88,4.091486898,0.005597414,0.004326015,0.004434212,0.002227866,1017.519427,15109.26109,166143.2448,0.88,4.083554726,0.025830974,0.010848632,0.02670097,0.012275697,899.2697608,2286.265927,56907.29921,0.88,4.084565168,0.017622151,0.011788754,0.018038867,0.007168212,842.264702,4271.520889,137478.4414,0.88,4.084921954,0.012419447,0.010082815,0.013290344,0.003841403,980.3758895,6411.134535,253886.2604,0.88,4.08518751,0.009109559,0.008750053,0.010199937,0.001387089,1101.968922,9524.993802,645624.7699,0.88,4.085539705,0.006937925,0.007088005,0.008461413,0.000672366,1257.395304,11363.24485,1223787.868,0.88,4.085795691,0.005458734,0.005700026,0.00728857,0.000484107,1339.172883,12026.05312,1163070.422
0.92,4.120524398,0.0272616239620252,0.005853163,0.011197947,0.015523453,1017.1906660993247,10233.80394500001,577756.6250642088,0.92,4.0993503,0.019406273,0.010149597,0.002413775,0.010694315,488.6388279,18546.25027,26374.826,0.92,4.102417751,0.013716902,0.010267434,0.012380684,0.002721161,517.4080214,6321.944934000001,143628.12610000002,0.92,4.10668324,0.010012804,0.007354535,0.01311133,0.001284084,709.4954349,5662.558875,259727.5359,0.92,4.109650436,0.007505887,0.004440465,0.012827011,1.63971e-05,1103.093195,5137.679969,27996860.87,0.92,4.110210072,0.005815068,0.003630552,0.011874136,0.000232503,1212.433812,5642.319675,1592001.9,0.92,4.100705384,0.026771288,0.010476849,0.021579574,0.014843086,931.1813477,2828.856405,47064.11954,0.92,4.101978421,0.018271054,0.011718426,0.012662317,0.015297409,847.3195252,6085.252544,64421.01391,0.92,4.102587725,0.012840248,0.010244016,0.008198872,0.013404154,964.9485851,10392.42797,72759.49598,0.92,4.103071944,0.009382784,0.008925699,0.005555772,0.011108649,1080.283556,17487.09942,80616.35446,0.92,4.103599323,0.007119972,0.007552226,0.004179222,0.009580903,1180.105639,23006.4643,85882.62047,0.92,4.104055829,0.005584016,0.006616201,0.00301498,0.007089518,1153.731586,29072.40611,79420.06572
0.96,4.161774889999999,0.0259399917721512,0.002530144,0.011197947,0.015523453,1166.3100286959489,6702.293861000061,2159342.745256828,0.96,4.113948583000001,0.0193362869836468,0.0102302829999999,0.002413775,0.010694315,494.296141246376,33865.621195867985,26374.826,0.96,4.120031801,0.0133506702732027,0.008673305,0.012380684,0.002721161,718.4111677999992,6321.944934,144479.65541654328,0.96,4.131986068,0.010159344,0.009563768,0.011457233,0.004953314,545.6018387,6480.070177,67331.06828,0.96,4.137833034,0.007611217,0.005595004,0.014341311,0.001373753,875.467947,4595.19217,334170.1634999998,0.96,4.142422493,0.005892783,0.003805862,0.014237877,0.000251202,1156.585291,4705.593964,1473494.203,0.96,4.120943611,0.028766035,0.010929016,0.013660441,0.006708753,892.6555463,4468.780907,104129.1464,0.96,4.123187035,0.019694337,0.010725392,0.009059083,0.003984481,925.7704449,8505.650402,247328.2356,0.96,4.124484715,0.013781317,0.009252989,0.006751572,0.002250993,1068.297884,12620.19915,433266.3921,0.96,4.125424052,0.009999551,0.008123039,0.005508988,0.000847179,1187.029406,17635.60584,1057083.649,0.96,4.126208734,0.007531975,0.007219828,0.004428804,0.001146045,1234.437153,21709.95055,717976.1801,0.96,4.126729536,0.005867112,0.006697918,0.003260194,0.000977964,1139.655649,26885.74199,575736.8262
1.0,4.203025382,0.0230328523164537,0.002530144,0.011197947,0.015523453,1012.635681687848,6702.29386100006,5267513.649642075,1.0,4.128546866000001,0.0185417789018813,0.010310969,0.002413775,0.010694315,514.7513795782558,23320.393470208128,26374.826,1.0,4.137645850999999,0.0119269196392163,0.007079176,0.012380684,0.002721161,1039.4698593999983,6321.944934,144479.655416543,1.0,4.157288896,0.0098690290722675,0.011773001,0.011457233,0.004953314,325.51611155787765,12202.649291000029,67331.06828,1.0,4.166015632,0.0074122096443954,0.006749543,0.014341311,0.001373753,446.2122070000005,5349.451883285316,334170.1635,1.0,4.174634913999999,0.0057642591387383,0.003981172,0.014237877,0.000251202,765.645643999999,5979.683432229646,1473494.203,1.0,4.192065517,0.030225035,5.41473e-07,4.34131e-07,0.025429403,18017234.94,140615290.20000002,27471.22123000001,1.0,4.194321549,0.020755507,5.157e-07,3.62196e-07,0.020237,19253941.460000005,212739657.1,48696.67404000004,1.0,4.195761166,0.014491949,9.87157e-08,6.7617e-08,0.014157151,100135475.29999998,1260128976.9999998,68889.5290199999,1.0,4.196701723,0.010469692,0.010951489,0.012901118,0.009020352,880.4543953,7530.691298999998,99279.79843000008,1.0,4.197332773,0.007848775,0.008350422,0.011129175,0.00614312,1067.302289,8639.374748,133943.83810000005,1.0,4.197767068,0.006086683,4.8047e-07,3.81756e-07,0.004812175,15887189.54,229604266.2,117005.3061
